document name,begin offset,end offset,context left,text,context right
skylax_syntaxtrees_ud.conllu,30922,30925,"Θρᾴκη, ἡμερῶν τριῶν. ",ἀπὸ, δὲ τοῦ στόματος
skylax_syntaxtrees_ud.conllu,30953,30956,στόματος τοῦ Πόντου ,ἕως, τὸ στόμα τῆς
skylax_syntaxtrees_ud.conllu,31019,31023,"πλοῦς, ὅ τε ",παρὰ, τὴν Εὐρώπην καὶ
skylax_syntaxtrees_ud.conllu,31058,31062,τὴν Ἀσίαν. Μυσία. ,μετὰ, δὲ Θρᾴκην Μυσία
skylax_syntaxtrees_ud.conllu,31097,31100,ἔστι δὲ τὸ ,ἐπ’, ἀριστερᾷ τοῦ Ὀλβιανοῦ
skylax_syntaxtrees_ud.conllu,31140,31143,Ὀλβιανοῦ κόλπου ἐκπλέοντι ,εἰς, τὸν Κιανὸν κόλπον
skylax_syntaxtrees_ud.conllu,31162,31167,τὸν Κιανὸν κόλπον ,μέχρι, Κίου. ἡ δὲ
skylax_syntaxtrees_ud.conllu,31206,31208,ἐστι. πόλεις δ’ ,ἐν, αὐτῇ Ἑλληνίδες εἰσὶν
skylax_syntaxtrees_ud.conllu,31309,31311,"Κιανοῦ κόλπου, καὶ ",ἐν, ἀριστερᾷ Κίος πόλις
skylax_syntaxtrees_ud.conllu,31374,31377,δὲ τῆς Μυσίας ,εἰς, Κίον ἡμέρας μιᾶς.
skylax_syntaxtrees_ud.conllu,31404,31408,ἡμέρας μιᾶς. Φρυγία. ,μετὰ, δὲ Μυσίαν Φρυγία
skylax_syntaxtrees_ud.conllu,31499,31502,Ῥύνδακος ποταμὸς καὶ ,ἐπ’," αὐτῷ Βέσβικος νῆσος,"
skylax_syntaxtrees_ud.conllu,31553,31555,Πλακία καὶ Κύζικος ,ἐν, τῷ ἰσθμῷ ἐμφράττουσα
skylax_syntaxtrees_ud.conllu,31593,31598,"τὸν ἰσθμόν, καὶ ",ἐντὸς, τοῦ ἰσθμοῦ Ἀρτάκη.
skylax_syntaxtrees_ud.conllu,31618,31622,τοῦ ἰσθμοῦ Ἀρτάκη. ,κατὰ, ταύτην νῆσός ἐστι
skylax_syntaxtrees_ud.conllu,31735,31737,δ’ αὐτὴν Προκοννήσιοι. ,ἐν, δὲ τῇ ἠπείρῳ
skylax_syntaxtrees_ud.conllu,31819,31823,καὶ τὸ στόμα ,κατὰ, Σηστὸν τῆς Προποντίδος
skylax_syntaxtrees_ud.conllu,31920,31922,πόλεις Ἑλληνίδες εἰσὶν ,ἐν," αὐτῇ αἵδε· Δάρδανος,"
skylax_syntaxtrees_ud.conllu,31971,31974,Ἴλιον· ἀπέχει δὲ ,ἀπὸ, τῆς θαλάττης στάδια
skylax_syntaxtrees_ud.conllu,32004,32006,στάδια κεʹ· καὶ ,ἐν, αὐτῷ ποταμὸς Σκάμανδρος.
skylax_syntaxtrees_ud.conllu,32042,32046,Σκάμανδρος. καὶ νῆσος ,κατὰ, ταῦτα κεῖται Τένεδος
skylax_syntaxtrees_ud.conllu,32120,32122,ἀστρόλογός ἐστιν. καὶ ,ἐν, τῇ ἠπείρῳ Σίγη
skylax_syntaxtrees_ud.conllu,32301,32303,Αἰολίδες δὲ πόλεις ,ἐν, αὐτῇ εἰσὶν ἐπὶ
skylax_syntaxtrees_ud.conllu,32315,32318,ἐν αὐτῇ εἰσὶν ,ἐπὶ," θαλάττῃ αἵδε· Ἄσσος,"
skylax_syntaxtrees_ud.conllu,32360,32362,"Ἄσσος, Γάργαρα, Ἄντανδρος. ",ἐν, μεσογείᾳ δὲ αἵδε·
skylax_syntaxtrees_ud.conllu,32435,32438,Πιτύεια. παράπλους Φρυγίας ,ἀπὸ, Μυσίας μέχρι Ἀντάνδρου
skylax_syntaxtrees_ud.conllu,32446,32451,Φρυγίας ἀπὸ Μυσίας ,μέχρι, Ἀντάνδρου —. Λέσβος.
skylax_syntaxtrees_ud.conllu,32473,32477,Ἀντάνδρου —. Λέσβος. ,κατὰ, ταῦτά ἐστι νῆσος
skylax_syntaxtrees_ud.conllu,32527,32529,εʹ πόλεις ἔχουσα ,ἐν," αὑτῇ τάσδε· Μήθυμναν,"
skylax_syntaxtrees_ud.conllu,32620,32624,λιμένας ἔχουσαν δύο. ,κατὰ, δὲ ταύτην νῆσός
skylax_syntaxtrees_ud.conllu,32703,32706,ἐπάνειμι δὲ πάλιν ,ἐπὶ," τὴν ἤπειρον, ὅθεν"
skylax_syntaxtrees_ud.conllu,32737,32740,"ἤπειρον, ὅθεν ἐξετραπόμην ",ἐπὶ, τὰς νήσους. Λυδία.
skylax_syntaxtrees_ud.conllu,32760,32763,τὰς νήσους. Λυδία. ,ἀπὸ, Ἀντάνδρου καὶ τῆς
skylax_syntaxtrees_ud.conllu,32837,32842,ἡ χώρα Μυσία ,μέχρι," Τευθρανίας, νῦν δὲ"
skylax_syntaxtrees_ud.conllu,32890,32893,Μυσοὶ δ’ ἐξανέστησαν ,εἰς, τὴν ἤπειρον ἄνω.
skylax_syntaxtrees_ud.conllu,32926,32928,εἰσὶ δὲ πόλεις ,ἐν, αὐτῇ Ἑλληνίδες καὶ
skylax_syntaxtrees_ud.conllu,32948,32950,αὐτῇ Ἑλληνίδες καὶ ,ἐν, τῇ Λυδίᾳ αἵδε·
skylax_syntaxtrees_ud.conllu,33014,33018,"Ἀρτέμιδος, καὶ Ἀδραμύττιον. ",μετὰ, δὲ Ἀδραμύττιον ἡ
skylax_syntaxtrees_ud.conllu,33053,33057,χώρα Λεσβία· καὶ ,ὑπὲρ, ταύτης ἡ Χίων
skylax_syntaxtrees_ud.conllu,33097,33100,καὶ πόλις Ἀταρνεύς· ,ὑπὸ, δὲ ταῦτα ἐπὶ
skylax_syntaxtrees_ud.conllu,33110,33113,ὑπὸ δὲ ταῦτα ,ἐπὶ, θάλατταν πόλις καὶ
skylax_syntaxtrees_ud.conllu,33166,33170,καὶ ποταμὸς Κάϊκος. ,μετὰ," Πιτάνην Ἐλαία, Γρύνειον,"
skylax_syntaxtrees_ud.conllu,33210,33212,"Γρύνειον, Ἀχαιῶν Λιμήν· ",ἐν, τούτῳ λέγονται Ἀχαιοὶ
skylax_syntaxtrees_ud.conllu,33248,33251,λέγονται Ἀχαιοὶ βουλεύσασθαι ,ἐπὶ, τὸν Τήλεφον πότερον
skylax_syntaxtrees_ud.conllu,33335,33339,Κύμη καὶ λιμήν· ,ὑπὲρ, δὲ Κύμης ἐν
skylax_syntaxtrees_ud.conllu,33349,33351,ὑπὲρ δὲ Κύμης ,ἐν, μεσογείᾳ πόλις Ἑλληνίς
skylax_syntaxtrees_ud.conllu,33423,33425,"λιμένες καὶ Σμύρνα, ",ἐν," ᾗ Ὅμηρος ἦν,"
skylax_syntaxtrees_ud.conllu,33516,33520,Ἐρυθραὶ καὶ λιμήν. ,κατὰ, δὲ ταύτας νῆσός
skylax_syntaxtrees_ud.conllu,33573,33576,λιμήν. ἐπάνειμι πάλιν ,ἐπὶ, τὴν ἤπειρον. Αἰραὶ
skylax_syntaxtrees_ud.conllu,33652,33654,"λιμήν, Λέβεδος, Κολοφὼν ",ἐν," μεσογαίᾳ, Νότιον καὶ"
skylax_syntaxtrees_ud.conllu,33759,33761,"λιμήν, Μαραθήσιον καὶ ",ἐν, τῇ ἠπείρῳ Μαγνησία
skylax_syntaxtrees_ud.conllu,33866,33868,"Φώκαια, Ἀκαδαμίς, Μυκάλη· ",ἐν, τῇ Σαμίων χώρᾳ
skylax_syntaxtrees_ud.conllu,33897,33900,χώρᾳ ταῦτά ἐστιν. ,πρὸ, δὲ τῆς Μυκάλης
skylax_syntaxtrees_ud.conllu,34021,34024,ἐπάνειμι δὲ πάλιν ,ἐπὶ," τὴν ἤπειρον, ὅθεν"
skylax_syntaxtrees_ud.conllu,34056,34059,"ἤπειρον, ὅθεν ἐξετραπόμην. ",ἐπὶ, τῆς Μυκάλης ἐστὶ
skylax_syntaxtrees_ud.conllu,34187,34190,"Μυσίας καὶ Λυδίας, ",ἀπὸ, Ἀστύρων μέχρι Μαιάνδρου
skylax_syntaxtrees_ud.conllu,34199,34204,"Λυδίας, ἀπὸ Ἀστύρων ",μέχρι," Μαιάνδρου ποταμοῦ, δύο"
skylax_syntaxtrees_ud.conllu,34259,34263,νυκτὸς μιᾶς. Καρία. ,μετὰ, δὲ Λυδίαν Καρία
skylax_syntaxtrees_ud.conllu,34304,34306,"ἔθνος, καὶ πόλεις ",ἐν, αὐτῇ Ἑλληνίδες αἵδε·
skylax_syntaxtrees_ud.conllu,34423,34427,καὶ ἄλλος λιμὴν ,περὶ, τὴν νῆσον καὶ
skylax_syntaxtrees_ud.conllu,34555,34559,καὶ λιμὴν κλειστός. ,κατὰ, ταῦτα Κεραμιακὸς κόλπος
skylax_syntaxtrees_ud.conllu,34640,34643,λιμήν. ἐπάνειμι πάλιν ,ἐπὶ, τὴν ἤπειρον. ἀκρωτήριον
skylax_syntaxtrees_ud.conllu,34737,34739,ἡ Ῥοδίων ἡ ,ἐν," τῇ ἠπείρῳ, Καῦνος"
skylax_syntaxtrees_ud.conllu,34817,34821,Κράγος ἀκρωτήριον. Ῥόδος. ,κατὰ, τοῦτο Ῥόδος νῆσος
skylax_syntaxtrees_ud.conllu,34871,34873,καὶ τρίπολις ἀρχαία ,ἐν," αὐτῇ, πόλεις αἵδε·"
skylax_syntaxtrees_ud.conllu,34920,34924,"Ἰάλυσος, Λίνδος, Κάμειρος. ",κατὰ, δὲ τὴν Ῥόδον
skylax_syntaxtrees_ud.conllu,35039,35042,"ὁ παράπλους Καρίας, ",ἀπὸ, Μαιάνδρου ποταμοῦ ἐπὶ
skylax_syntaxtrees_ud.conllu,35061,35064,ἀπὸ Μαιάνδρου ποταμοῦ ,ἐπὶ," τὸν Κράγον, ὅ"
skylax_syntaxtrees_ud.conllu,35130,35133,ἡμερῶν. ἐπάνειμι πάλιν ,ἐπὶ," τὴν ἤπειρον, ὅθεν"
skylax_syntaxtrees_ud.conllu,35172,35175,ὅθεν ἐξετραπόμην. Λυκία. ,ἀπὸ, δὲ Καρίας Λυκία
skylax_syntaxtrees_ud.conllu,35271,35274,"καὶ ποταμὸς Ξάνθος, ",δι’, οὗ ἀνάπλους εἰς
skylax_syntaxtrees_ud.conllu,35287,35290,δι’ οὗ ἀνάπλους ,εἰς, Ξάνθον πόλιν. Πάταρα
skylax_syntaxtrees_ud.conllu,35360,35364,πόλις καὶ λιμήν. ,κατὰ, ταῦτα νῆσός ἐστι
skylax_syntaxtrees_ud.conllu,35413,35416,"Μεγίστη. Λίμυρα πόλις, ",εἰς, ἣν ὁ ἀνάπλους
skylax_syntaxtrees_ud.conllu,35431,35435,ἣν ὁ ἀνάπλους ,κατὰ, τὸν ποταμόν. εἶτα
skylax_syntaxtrees_ud.conllu,35562,35566,καὶ λιμὴν Σιδηροῦς· ,ὑπὲρ, τούτου ἐστὶν ἱερὸν
skylax_syntaxtrees_ud.conllu,35595,35597,ἐστὶν ἱερὸν Ἡφαίστου ,ἐν, τῷ ὄρει καὶ
skylax_syntaxtrees_ud.conllu,35629,35631,πῦρ πολὺ αὐτόματον ,ἐκ, τῆς γῆς καίεται
skylax_syntaxtrees_ud.conllu,35689,35692,καὶ ἐὰν προέλθῃς ,ἀπὸ," θαλάττης ἀνώτερον, ἔστι"
skylax_syntaxtrees_ud.conllu,35873,35876,καὶ ἱερὸν Ἀρτέμιδος. ,ἐπ’, εὐθείας δὲ παράπλους
skylax_syntaxtrees_ud.conllu,35911,35914,παράπλους ἐστὶν Λυκίας ,ἀπὸ, — ἡμέρας καὶ
skylax_syntaxtrees_ud.conllu,35960,35964,κολπώδης. ὁ δὲ ,παρὰ, γῆν διπλάσιος τούτου.
skylax_syntaxtrees_ud.conllu,35997,36001,διπλάσιος τούτου. Παμφυλία. ,μετὰ, δὲ Λυκίαν ἐστὶ
skylax_syntaxtrees_ud.conllu,36044,36046,"ἔθνος, καὶ πόλεις ",ἐν, αὐτῇ αἵδε· Ἄσπενδος
skylax_syntaxtrees_ud.conllu,36074,36077,αἵδε· Ἄσπενδος πόλις· ,εἰς, ταύτην ὁ ἀνάπλους
skylax_syntaxtrees_ud.conllu,36104,36108,ὁ ἀνάπλους γίνεται ,κατὰ," ποταμόν, ὁ δὲ"
skylax_syntaxtrees_ud.conllu,36234,36237,λιμήν. παράπλους Παμφυλίας ,ἀπὸ, Πέργης ἥμισυ ἡμέρας.
skylax_syntaxtrees_ud.conllu,36329,36333,εἶτα Κορακήσιον. Κιλικία. ,μετὰ, δὲ Παμφυλίαν Κιλικία
skylax_syntaxtrees_ud.conllu,36379,36381,"ἔθνος, καὶ πόλεις ",ἐν," αὐτῇ αἵδε· Σελινοῦς,"
skylax_syntaxtrees_ud.conllu,36488,36492,καὶ νῆσον ἔχει. ,πρὸς, δὲ τὴν Σητὸν
skylax_syntaxtrees_ud.conllu,36738,36741,"καὶ πόλις Μαλλός, ",εἰς, ἣν ὁ ἀνάπλους
skylax_syntaxtrees_ud.conllu,36756,36760,ἣν ὁ ἀνάπλους ,κατὰ," τὸν ποταμόν, ἐμπόριον"
skylax_syntaxtrees_ud.conllu,36856,36859,ποταμός. παράπλους Κιλικίας ,ἀπὸ, τῶν Παμφυλίας ὁρίων
skylax_syntaxtrees_ud.conllu,36880,36885,τῶν Παμφυλίας ὁρίων ,μέχρι, Θαψάκου ποταμοῦ τριῶν
skylax_syntaxtrees_ud.conllu,36931,36933,καὶ νυκτῶν δύο. ,ἐκ, δὲ Σινώπης τῆς
skylax_syntaxtrees_ud.conllu,36949,36951,δὲ Σινώπης τῆς ,ἐν, τῷ Πόντῳ διὰ
skylax_syntaxtrees_ud.conllu,36961,36964,ἐν τῷ Πόντῳ ,διὰ, τῆς ἠπείρου καὶ
skylax_syntaxtrees_ud.conllu,36994,36997,καὶ τῆς Κιλικίας ,εἰς, Σόλους ὁδός ἐστιν
skylax_syntaxtrees_ud.conllu,37016,37019,Σόλους ὁδός ἐστιν ,ἀπὸ, θαλάσσης εἰς θάλασσαν
skylax_syntaxtrees_ud.conllu,37029,37032,ἐστιν ἀπὸ θαλάσσης ,εἰς, θάλασσαν ἡμερῶν εʹ.
skylax_syntaxtrees_ud.conllu,37049,37052,εἰς θάλασσαν ἡμερῶν ,εʹ., Κύπρος. κατὰ δὲ
skylax_syntaxtrees_ud.conllu,37061,37065,ἡμερῶν εʹ. Κύπρος. ,κατὰ, δὲ Κιλικίαν ἐστὶ
skylax_syntaxtrees_ud.conllu,37108,37110,"Κύπρος, καὶ πόλεις ",ἐν, αὐτῇ αἵδε· Σαλαμὶς
skylax_syntaxtrees_ud.conllu,37358,37360,καὶ ἄλλαι πόλεις ,ἐν, μεσογείᾳ βάρβαροι. ἐπάνειμι
skylax_syntaxtrees_ud.conllu,37398,37401,ἐπάνειμι δὲ πάλιν ,ἐπὶ," τὴν ἤπειρον, ὅθεν"
skylax_syntaxtrees_ud.conllu,37457,37461,καὶ Φοινίκη. ἔστι ,μετὰ, Κιλικίαν ἔθνος Σύροι.
skylax_syntaxtrees_ud.conllu,37484,37486,Κιλικίαν ἔθνος Σύροι. ,ἐν, δὲ τῇ Συρίᾳ
skylax_syntaxtrees_ud.conllu,37510,37514,Συρίᾳ οἰκοῦσι τὰ ,παρὰ," θάλατταν Φοίνικες ἔθνος,"
skylax_syntaxtrees_ud.conllu,37540,37543,"θάλατταν Φοίνικες ἔθνος, ",ἐπὶ, στενὸν ἔλαττον ἢ
skylax_syntaxtrees_ud.conllu,37561,37564,στενὸν ἔλαττον ἢ ,ἐπὶ, τετταράκοντα σταδίους ἀπὸ
skylax_syntaxtrees_ud.conllu,37587,37590,ἐπὶ τετταράκοντα σταδίους ,ἀπὸ," θαλάττης, ἐνιαχῆ δὲ"
skylax_syntaxtrees_ud.conllu,37616,37619,ἐνιαχῆ δὲ οὐδὲ ,ἐπὶ, σταδίους ιʹ τὸ
skylax_syntaxtrees_ud.conllu,37643,37646,ιʹ τὸ πλάτος. ,ἀπὸ, δὲ Θαψάκου ποταμοῦ
skylax_syntaxtrees_ud.conllu,37754,37757,ὅσον ηʹ στάδια ,ἀπὸ, τῆς γῆς. καὶ
skylax_syntaxtrees_ud.conllu,37771,37773,τῆς γῆς. καὶ ,ἐν, τῇ χερρονήσῳ ἑτέρα
skylax_syntaxtrees_ud.conllu,37850,37852,Τύρου καὶ Σιδῶνος· ,ἐν, τῷ αὐτῷ τρεῖς
skylax_syntaxtrees_ud.conllu,38101,38104,Ὀρνίθων πόλις. Σιδωνίων ,ἀπὸ, Λεόντων πόλεως μέχρι
skylax_syntaxtrees_ud.conllu,38120,38125,ἀπὸ Λεόντων πόλεως ,μέχρι, Ὀρνίθων πόλεως. Τυρίων
skylax_syntaxtrees_ud.conllu,38195,38200,Τύρος λιμένα ἔχουσα ,ἐντὸς, τείχους· αὕτη δὲ
skylax_syntaxtrees_ud.conllu,38261,38264,καὶ ἀπέχει στάδια ,ἀπὸ, †θαλάττης γʹ. Παλαίτυρος
skylax_syntaxtrees_ud.conllu,38309,38312,"πόλις, καὶ ποταμὸς ",διὰ, μέσης ῥεῖ. καὶ
skylax_syntaxtrees_ud.conllu,38665,38668,παράπλους Κοίλης Συρίας ,ἀπὸ, Θαψάκου ποταμοῦ μέχρι
skylax_syntaxtrees_ud.conllu,38685,38690,ἀπὸ Θαψάκου ποταμοῦ ,μέχρι, Ἀσκάλωνος στάδια ͵βψʹ.
skylax_syntaxtrees_ud.conllu,38722,38726,στάδια ͵βψʹ. Ἀραβία. ,μετὰ, δὲ Συρίαν εἰσὶν
skylax_syntaxtrees_ud.conllu,38896,38898,τε τὴν Αἴγυπτον ,ἐν, αὐτῇ κολπ- ἐστὶν
skylax_syntaxtrees_ud.conllu,38916,38918,αὐτῇ κολπ- ἐστὶν ,ἐκ, τῆς Ἐρ̣υθρᾶς θαλάττης
skylax_syntaxtrees_ud.conllu,38941,38947,τῆς Ἐρ̣υθρᾶς θαλάττης ,ἔξωθεν, θάλατταν καὶ παράπλους
skylax_syntaxtrees_ud.conllu,38994,38997,Ἀραβίας δὲ αὐτῆς ,ἀπὸ, Συρίας ὁρίων μέχρι
skylax_syntaxtrees_ud.conllu,39011,39016,ἀπὸ Συρίας ὁρίων ,μέχρι, στόματος τοῦ Νείλου
skylax_syntaxtrees_ud.conllu,39041,39043,τοῦ Νείλου τοῦ ,ἐν," Πηλουσίῳ, τοῦτο γάρ"
skylax_syntaxtrees_ud.conllu,39131,39136,καὶ Ἀραβίαν Αἰγύπτου ,μέχρι, τοῦ Νείλου ἐξῆς
skylax_syntaxtrees_ud.conllu,39148,39152,μέχρι τοῦ Νείλου ,ἐξῆς, Ἀραβικοῦ κόλπου. Αἰγύπτιοι·
skylax_syntaxtrees_ud.conllu,39234,39238,τοῖς Ἄραψιν. Αἴγυπτος. ,μετὰ, δὲ Ἀραβίαν Αἴγυπτός
skylax_syntaxtrees_ud.conllu,39283,39285,ἔθνος· καὶ πόλεις ,ἐν, αὐτῇ αἵδε· Πηλούσιον
skylax_syntaxtrees_ud.conllu,39657,39661,καὶ Θῶνις πόλις. ,μετὰ, ταῦτα λίμνη ᾗ
skylax_syntaxtrees_ud.conllu,39721,39723,λίμνη ἤδη ἐστὶν ,ἐν, τῇ Λιβύῃ βουλήν
skylax_syntaxtrees_ud.conllu,39846,39849,"Σεβεννυτικόν, τὸ μὲν ",εἰς," τὸ Μενδήσιον, τὸ"
skylax_syntaxtrees_ud.conllu,39870,39873,"Μενδήσιον, τὸ δὲ ",εἰς, θάλασσαν· ἀπὸ δὲ
skylax_syntaxtrees_ud.conllu,39884,39887,δὲ εἰς θάλασσαν· ,ἀπὸ, δὲ τοῦ Μενδησίου
skylax_syntaxtrees_ud.conllu,39905,39908,δὲ τοῦ Μενδησίου ,εἰς, τὸ Φατνιτικὸν στόμα·
skylax_syntaxtrees_ud.conllu,39930,39933,τὸ Φατνιτικὸν στόμα· ,ἀπὸ, δὲ τοῦ Πηλουσίου
skylax_syntaxtrees_ud.conllu,39951,39954,δὲ τοῦ Πηλουσίου ,εἰς, τὸ Τανιτικὸν στόμα·
skylax_syntaxtrees_ud.conllu,39981,39984,στόμα· τὸ δὲ ,ἀπὸ, Κανώπου μέχρι Σεβεννυτικῆς
skylax_syntaxtrees_ud.conllu,39993,39998,δὲ ἀπὸ Κανώπου ,μέχρι," Σεβεννυτικῆς λίμνης, καὶ"
skylax_syntaxtrees_ud.conllu,40048,40050,τὸ Βολβιτινὸν ῥεῖ ,ἐκ, τῆς λίμνης. ἔστι
skylax_syntaxtrees_ud.conllu,40083,40087,τὰ πολλὰ τὰ ,παρὰ, θάλατταν Αἰγύπτου λίμναι
skylax_syntaxtrees_ud.conllu,40183,40187,πελέκει. ἔστι γὰρ ,κατὰ," θάλατταν πλατεῖα, κατὰ"
skylax_syntaxtrees_ud.conllu,40206,40210,"κατὰ θάλατταν πλατεῖα, ",κατὰ," δὲ μεσογείαν στενωτέρα,"
skylax_syntaxtrees_ud.conllu,40235,40239,"δὲ μεσογείαν στενωτέρα, ",κατὰ, δὲ Μέμφιν στενωτάτη
skylax_syntaxtrees_ud.conllu,40277,40280,αὑτῆς· ἔπειτα δὲ ,εἰς, μεσογείαν ἀπὸ Μέμφεως
skylax_syntaxtrees_ud.conllu,40291,40294,δὲ εἰς μεσογείαν ,ἀπὸ," Μέμφεως ἰόντι πλατυτέρα,"
skylax_syntaxtrees_ud.conllu,40320,40324,"Μέμφεως ἰόντι πλατυτέρα, ",κατὰ, δὲ τὸ ἀνώτερον
skylax_syntaxtrees_ud.conllu,40369,40375,τὸ μέρος τὸ ,ἄνωθεν, Αἰγύπτου Μέμφιδός ἐστι
skylax_syntaxtrees_ud.conllu,40416,40420,πλεῖστον ἢ τὸ ,παρὰ, θάλασσαν. τὸ δὲ
skylax_syntaxtrees_ud.conllu,40506,40509,δ’ ἐστὶν Αἰγύπτου ,ἀπὸ, Πηλουσίου στόματος στάδια
skylax_syntaxtrees_ud.conllu,40599,40603,"γὰρ περιφερής, λογιζομένῳ ",κατὰ, τὸν αὐτὸν τρόπον
skylax_syntaxtrees_ud.conllu,40624,40628,αὐτὸν τρόπον ὃν ,περὶ," Εὐρώπης γέγραπται, ἡμερῶν"
skylax_syntaxtrees_ud.conllu,40665,40668,ἡμερῶν ἐστι πζʹ. ,ἐπὶ, δὲ τῷ στόματι
skylax_syntaxtrees_ud.conllu,40746,40748,καὶ σημεῖά ἐστιν ,ἐν, αὐτῇ τοῦ Μενέλεω
skylax_syntaxtrees_ud.conllu,40785,40788,τοῦ κυβερνήτου τοῦ ,ἀπὸ," Τροίας, ᾧ ὄνομα"
skylax_syntaxtrees_ud.conllu,40896,40899,τόποις Πηλούσιον ἥκειν ,ἐπὶ," τὸ Κάσιον, καὶ"
skylax_syntaxtrees_ud.conllu,40929,40932,καὶ Κάνωπον ἥκειν ,ἐπὶ, τὴν νῆσον οὗ
skylax_syntaxtrees_ud.conllu,40994,40997,ἄρχεται ἡ Λιβύη ,ἀπὸ, τοῦ Κανωπικοῦ στόματος
skylax_syntaxtrees_ud.conllu,41072,41074,ἔθνος Λιβύων Ἀδυρμαχίδαι. ,ἐκ, Θώνιδος δὲ πλοῦς
skylax_syntaxtrees_ud.conllu,41092,41095,Θώνιδος δὲ πλοῦς ,εἰς," Φάρον νῆσον ἔρημον,"
skylax_syntaxtrees_ud.conllu,41154,41156,"ἄνυδρος, στάδια ρνʹ. ",ἐν, δὲ Φάρῳ λιμένες
skylax_syntaxtrees_ud.conllu,41189,41191,πολλοί. ὕδωρ δὲ ,ἐκ, τῆς Μαρείας λίμνης
skylax_syntaxtrees_ud.conllu,41255,41258,ὁ δὲ ἀνάπλους ,εἰς, τὴν λίμνην βραχὺς
skylax_syntaxtrees_ud.conllu,41277,41279,τὴν λίμνην βραχὺς ,ἐκ, Φάρου. ἔστι δὲ
skylax_syntaxtrees_ud.conllu,41353,41356,παράπλου στάδια σʹ. ,ἀπὸ, Χερρονήσου δὲ Πλίνθινός
skylax_syntaxtrees_ud.conllu,41432,41435,τοῦ Πλινθίνου κόλπου ,εἰς, Λευκὴν ἀκτὴν πλοῦς
skylax_syntaxtrees_ud.conllu,41480,41483,νυκτός· τὸ δὲ ,εἰς, τὸν μυχὸν τοῦ
skylax_syntaxtrees_ud.conllu,41552,41555,περιοικεῖται δὲ κύκλῳ. ,ἀπὸ, δὲ Λευκῆς ἀκτῆς
skylax_syntaxtrees_ud.conllu,41572,41575,δὲ Λευκῆς ἀκτῆς ,εἰς, Λαοδαμάντειον λιμένα πλοῦς
skylax_syntaxtrees_ud.conllu,41617,41620,πλοῦς ἥμισυ ἡμέρας· ,ἀπὸ, δὲ Λαοδαμαντείου λιμένος
skylax_syntaxtrees_ud.conllu,41646,41649,δὲ Λαοδαμαντείου λιμένος ,εἰς, Παραιτόνιον λιμένα πλοῦς
skylax_syntaxtrees_ud.conllu,41708,41714,ἔχεται Ἆπις πόλις. ,μέχρις, οὖν ἐνταῦθα Αἰγύπτιοι
skylax_syntaxtrees_ud.conllu,41759,41762,Αἰγύπτιοι ἄρχουσιν. Μαρμαρίδαι. ,ἀπὸ, δὲ Ἄπιδος ἔθνος
skylax_syntaxtrees_ud.conllu,41806,41811,ἐστὶν οἱ Μαρμαρίδαι ,μέχρι, εἰς Ἑσπερίδας. ἀπὸ
skylax_syntaxtrees_ud.conllu,41812,41815,οἱ Μαρμαρίδαι μέχρι ,εἰς, Ἑσπερίδας. ἀπὸ δὲ
skylax_syntaxtrees_ud.conllu,41827,41830,μέχρι εἰς Ἑσπερίδας. ,ἀπὸ, δὲ Ἄπιδος ἐπὶ
skylax_syntaxtrees_ud.conllu,41841,41844,ἀπὸ δὲ Ἄπιδος ,ἐπὶ, Τυνδαρείους σκοπέλους πλοῦς
skylax_syntaxtrees_ud.conllu,41885,41888,πλοῦς ἡμέρας. καὶ ,ἀπὸ, Τυνδαρείων σκοπέλων εἰς
skylax_syntaxtrees_ud.conllu,41909,41912,ἀπὸ Τυνδαρείων σκοπέλων ,εἰς, Πλύνους λιμένα πλοῦς
skylax_syntaxtrees_ud.conllu,41942,41944,λιμένα πλοῦς ἡμέρας. ,ἐκ, Πλύνων εἰς Πέτραντα
skylax_syntaxtrees_ud.conllu,41952,41955,ἡμέρας. ἐκ Πλύνων ,εἰς, Πέτραντα τὸν μέγαν
skylax_syntaxtrees_ud.conllu,41995,41997,πλοῦς ἥμισυ ἡμέρας. ,ἐκ, Πέτραντος εἰς Μενέλαον
skylax_syntaxtrees_ud.conllu,42008,42011,ἡμέρας. ἐκ Πέτραντος ,εἰς, Μενέλαον πλοῦς ἡμέρας.
skylax_syntaxtrees_ud.conllu,42035,42037,Μενέλαον πλοῦς ἡμέρας. ,ἐκ, Μενελάου εἰς Κυρθάνειον
skylax_syntaxtrees_ud.conllu,42047,42050,ἡμέρας. ἐκ Μενελάου ,εἰς, Κυρθάνειον πλοῦς ἡμέρας.
skylax_syntaxtrees_ud.conllu,42076,42079,Κυρθάνειον πλοῦς ἡμέρας. ,ἀπὸ, Κυρθανείου Ἀντίπυγος λιμήν·
skylax_syntaxtrees_ud.conllu,42128,42131,πλοῦς ἥμισυ ἡμέρας. ,ἀπὸ, δὲ Ἀντιπύγου Πέτρας
skylax_syntaxtrees_ud.conllu,42188,42191,πλοῦς ἥμισυ ἡμέρας. ,ἀπὸ, Πέτραντος τοῦ μικροῦ
skylax_syntaxtrees_ud.conllu,42285,42287,ἐστί· πλοῦς ἡμέρας. ,ἐν, δὲ τῷ μέσῳ
skylax_syntaxtrees_ud.conllu,42368,42371,Πλατεῖαι. ὕφορμοι δὲ ,ὑπ’, αὐταῖς εἰσίν. ἐντεῦθεν
